Data Source	World Development Indicators																																																											
																																																												
Last Updated Date	18-09-17																																																											
																																																												
Country Name	Country Code	Indicator Name	Indicator Code	1960	1961	1962	1963	1964	1965	1966	1967	1968	1969	1970	1971	1972	1973	1974	1975	1976	1977	1978	1979	1980	1981	1982	1983	1984	1985	1986	1987	1988	1989	1990	1991	1992	1993	1994	1995	1996	1997	1998	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016
Least developed countries: UN classification	LDC	Population growth (annual %)	SP.POP.GROW		2.352838054	2.377320287	2.413492916	2.465278061	2.522899547	2.586371045	2.633293926	2.639102828	2.594596776	2.520346917	2.437144606	2.373974695	2.345772636	2.363388329	2.411431573	2.466336369	2.510179497	2.543538496	2.561275082	2.568774144	2.575619394	2.58743019	2.601765491	2.619738203	2.639957769	2.655113128	2.667998952	2.687541219	2.715478125	2.745642372	2.778391901	2.799906993	2.794730309	2.757329076	2.70025682	2.635369394	2.581163374	2.548479695	2.544075279	2.557066737	2.576314725	2.585082847	2.574780429	2.539629242	2.490020941	2.436076615	2.393454899	2.370843773	2.373914679	2.393215821	2.415921088	2.430163813	2.43373211	2.422812243	2.401945134	2.378849779
Low income	LIC	Population growth (annual %)	SP.POP.GROW		2.197641054	2.201857619	2.229438123	2.288866888	2.366929112	2.445564202	2.507636287	2.549732913	2.566426782	2.564876863	2.558573657	2.55343788	2.544230177	2.53212834	2.518125725	2.506965736	2.496158746	2.479538976	2.456051805	2.431288909	2.406437331	2.392819974	2.402507469	2.440549464	2.497707335	2.554743829	2.60602099	2.660967177	2.718637647	2.774029443	2.833039275	2.880778582	2.895535339	2.870675599	2.821804507	2.764273332	2.72015708	2.701453303	2.716049713	2.751425926	2.790740362	2.818431201	2.831942265	2.82662921	2.809236509	2.788156692	2.772191039	2.763704268	2.765314538	2.772463227	2.779440018	2.780474499	2.774146434	2.758702623	2.736842364	2.713069169
Liechtenstein	LIE	Population growth (annual %)	SP.POP.GROW	2.262442842	2.390122462	2.316977039	2.445277229	2.519081042	2.602064294	2.666683597	2.770231724	2.730151787	2.580568065	2.379365162	2.144717131	1.937294219	1.842875431	1.835639106	1.943482195	2.086312422	2.125540055	2.113353419	1.924318936	1.633150714	1.374565701	1.103558859	0.938445326	0.91491266	0.906617841	0.974798249	1.004960921	1.048366401	1.104396911	1.18978203	1.247963651	1.327551277	1.420516683	1.479689926	1.529491563	1.58309558	1.624404415	1.610802358	1.493961556	1.342870409	1.15000446	1.025286353	0.886761543	0.798065672	0.737245592	0.694814581	0.644732909	0.618096037	0.631076183	0.660454685	0.722324532	0.771886429	0.787695374	0.792313605	0.740644738	0.700691567
Sri Lanka	LKA	Population growth (annual %)	SP.POP.GROW	2.776675492	2.71148988	2.668636361	1.322254698	2.988353624	2.365633495	2.433425387	2.281664965	2.439454161	2.144942817	2.115882861	1.396626415	1.338519456	1.772549491	1.463533232	1.583304173	1.624259425	1.626992757	1.763162411	1.967825692	1.882392418	0.675815237	1.663198343	1.59687967	1.57819717	1.578946663	1.579277042	1.579207454	1.542603163	1.483546979	1.397469601	1.32621767	1.251810777	1.157394061	1.032556873	0.900356218	0.749645226	0.618620756	0.555133678	0.579052948	0.661523912	0.758307596	0.752600542	0.757459831	0.756966367	0.751279407	0.755923688	0.755336856	0.754720564	0.7590837	0.753365002	0.752665103	0.756834751	0.780301448	0.899512787	0.934429494	1.124060307
Lower middle income	LMC	Population growth (annual %)	SP.POP.GROW		2.262916786	2.28798202	2.294107299	2.326080505	2.328814756	2.337755991	2.343521508	2.351176781	2.353023729	2.356269914	2.352204017	2.355548436	2.365696185	2.371955176	2.383294853	2.391273151	2.396414369	2.40695627	2.424167725	2.439019413	2.438368176	2.447065401	2.443153968	2.426332345	2.399530807	2.375317621	2.345544598	2.307902278	2.266057435	2.308622118	2.158366681	2.118856044	2.068248378	2.007780367	1.961650132	1.92782826	1.894346118	1.854217533	1.815069967	1.791712894	1.765552542	1.736674514	1.714442595	1.692890137	1.66872536	1.645941011	1.625822571	1.605819926	1.585758805	1.574876881	1.551937873	1.520015528	1.500366526	1.477525274	1.463033792	1.444557468
Low & middle income	LMY	Population growth (annual %)	SP.POP.GROW		1.297452899	1.85564013	2.335116414	2.310160386	2.328500806	2.426105017	2.370658858	2.383514653	2.419630891	2.427326911	2.419975363	2.333568622	2.28297064	2.217755641	2.130735014	2.070429306	2.013138505	2.008066046	2.012535467	1.999159451	2.007573311	2.062554219	2.050921351	2.012187811	2.01451869	2.036060446	2.051931961	2.029949504	1.982026154	1.959404613	1.841929073	1.778989221	1.733095392	1.689320377	1.653412076	1.617690493	1.597062342	1.555922402	1.512394365	1.474416981	1.434844439	1.406214678	1.391781176	1.378112156	1.367292827	1.351621114	1.335475471	1.331652669	1.334215937	1.330634384	1.326720553	1.325673493	1.322816922	1.313653083	1.301012329	1.293127148
Lesotho	LSO	Population growth (annual %)	SP.POP.GROW	1.666241461	1.731188899	1.796652759	1.850551765	1.89317238	1.928496833	1.967440696	2.007222284	2.035624999	2.048880111	2.057219879	2.050655738	2.05442479	2.104808636	2.215025627	2.354922431	2.496570126	2.600080711	2.653048601	2.643868418	2.586756703	2.530235124	2.473889833	2.374254439	2.227704264	2.05744005	1.861999056	1.692356677	1.612794499	1.648000182	1.75579046	1.888549253	1.975083876	1.974298295	1.858401293	1.666048768	1.460532434	1.288609569	1.144791484	1.044545834	0.977200343	0.919185709	0.863566462	0.826356017	0.811619729	0.814524015	0.823409812	0.842214439	0.886095129	0.959367062	1.051401886	1.150640132	1.240334488	1.304088632	1.333495085	1.335998003	1.332723919
Late-demographic dividend	LTE	Population growth (annual %)	SP.POP.GROW		0.193152414	1.305256156	2.290287088	2.21813168	2.228342807	2.413306947	2.288631393	2.305424483	2.370577801	2.371866166	2.355274123	2.182915891	2.074507485	1.932332415	1.743650547	1.61114994	1.482636369	1.45798268	1.450255855	1.40106802	1.396591238	1.511462702	1.484937377	1.411858125	1.441841844	1.516999018	1.581596624	1.564517881	1.498059355	1.388260519	1.279634951	1.051676585	1.091253916	1.057443456	1.105245465	0.98865652	0.97053884	0.928887078	0.860330033	0.774761531	0.731037474	0.680889626	0.660236482	0.652118235	0.652622881	0.639566671	0.619747933	0.623611982	0.634931172	0.605432081	0.607592442	0.617285619	0.617730777	0.616338447	0.605921304	0.612856701
Lithuania	LTU	Population growth (annual %)	SP.POP.GROW	1.55001939	1.606574959	1.399730954	1.235633443	1.242699159	1.227445511	1.224197913	1.201180912	1.125231323	0.920478953	1.036281026	1.245582855	1.081907096	0.954349569	0.903795649	0.844284714	0.814807302	0.789147833	0.726941155	0.540861205	0.451032941	0.576822232	0.703386263	0.807019735	0.829019019	0.859591157	0.965016473	1.041052831	1.063956866	0.795883483	0.36799903	0.170116869	-0.108586325	-0.474107543	-0.694003963	-0.769728018	-0.760343408	-0.737830358	-0.724436207	-0.709489234	-0.70338544	-0.824008723	-0.802765711	-0.812278097	-1.122991275	-1.628401126	-1.596378318	-1.187947957	-1.028483175	-1.110345754	-2.09694342	-2.258463899	-1.341201988	-1.012007368	-0.859827343	-0.940753797	-1.129000251
Luxembourg	LUX	Population growth (annual %)	SP.POP.GROW	0.787241986	0.911525536	1.224930819	1.039010665	1.11990125	1.137668698	0.719876267	0.328903405	0.254902537	0.49008786	0.493889467	0.953656918	1.213040312	1.104666566	1.304058168	1.092447839	0.494942519	0.173662847	0.179439197	0.234251269	0.355980932	0.294773135	0.082107428	0.026533652	0.102785608	0.193256819	0.448670999	0.648083393	0.725614579	0.972627746	1.251745707	1.33968317	1.328347571	1.342387029	1.361840137	1.404742464	1.361143941	1.253502484	1.243870803	1.350621285	1.344082996	1.190456345	1.047660816	1.21520088	1.421332565	1.530054663	1.595051918	1.544386847	1.787496632	1.85177523	1.825405804	2.222660503	2.4015419	2.311176253	2.356978705	2.359951181	2.319777521
Latvia	LVA	Population growth (annual %)	SP.POP.GROW	0.69012433	1.483626751	1.333809317	1.335613098	1.3345686	1.122646396	0.760499724	0.785400368	0.968646698	0.838010969	0.680132523	0.727478965	0.808250226	0.837374915	0.880573503	0.77428454	0.603153488	0.568356002	0.515675053	0.321031541	0.229111155	0.306890036	0.46169759	0.588173151	0.627872772	0.654593344	0.811742391	1.02138562	1.017088826	0.5082722	-0.142736398	-0.473114694	-1.376795066	-1.971932096	-1.673828701	-1.425810812	-1.126375096	-0.996762289	-0.942918937	-0.813961204	-0.963935407	-1.291486944	-1.161838224	-0.966400801	-1.091312956	-1.080571457	-0.917272957	-0.816175507	-1.050939544	-1.651024968	-2.08130509	-1.820767002	-1.240359153	-1.071034803	-0.941743354	-0.818626341	-0.868629779
"Macao SAR, China"	MAC	Population growth (annual %)	SP.POP.GROW	-0.293378374	1.578104121	3.30216097	4.474192431	4.930950981	4.874022225	4.786866727	4.684147775	4.200221266	3.308549603	2.198278802	1.02802491	0.011256146	-0.734297671	-1.084225583	-1.093212949	-1.058021615	-1.004674473	-0.634467992	0.119402492	1.114461162	2.205075379	3.150796576	3.818384433	4.126741767	4.172146597	4.176984565	4.172459946	4.006563037	3.678727635	3.260753755	2.817733812	2.42813403	2.152363918	2.035336629	2.0235197	2.022775329	2.011560273	2.039259675	2.116584595	2.214876333	2.332969583	2.438741029	2.475476857	2.427341159	2.328377786	2.20548576	2.106696522	2.067506325	2.109419625	2.194608931	2.295739295	2.3548486	2.338533725	2.222271695	2.044412618	1.850669705
St. Martin (French part)	MAF	Population growth (annual %)	SP.POP.GROW	4.005302952	3.98586889	2.505952177	1.951916232	1.956676632	1.939783421	1.943397565	1.946094119	2.511413137	2.714233899	2.734291052	2.732954455	2.72976358	2.724870841	2.718419706	3.444434609	3.72869027	3.72751299	3.721561738	3.738753207	3.722797702	3.729070087	9.706489027	19.59726685	19.28221563	18.51842783	17.50729826	16.5067895	13.97941063	10.67827338	8.18310506	5.772978695	3.310301792	1.04643326	-0.422094211	-1.173087453	-1.882364957	-2.517244858	-3.06858107	-3.530192428	-3.19325438	-2.143727715	-1.202216102	-0.317443209	0.550323017	1.414675343	1.804026198	1.713260908	1.61634239	1.50012949	1.382088439	1.24898912	1.117366353	0.98035274	0.84721977	0.70792281	0.612217977
Morocco	MAR	Population growth (annual %)	SP.POP.GROW	3.111585356	3.051587037	2.978445817	2.885936018	2.772482798	2.648446024	2.527619505	2.420358789	2.328041346	2.25484245	2.199537351	2.146728427	2.105294658	2.099177583	2.134344488	2.196151473	2.260611017	2.313531929	2.35830859	2.390421771	2.408920989	2.426649702	2.433234583	2.405475727	2.337280758	2.242454737	2.135924043	2.03710258	1.955637749	1.89895087	1.857830159	1.823079081	1.778441625	1.714177409	1.624212417	1.519071574	1.413299767	1.321491828	1.247711681	1.197878619	1.167367536	1.14494679	1.126310587	1.117227391	1.117405824	1.126150291	1.134638789	1.148361751	1.181032014	1.236254388	1.303574435	1.376441479	1.435127388	1.462177754	1.447904251	1.404045472	1.351228522
Monaco	MCO	Population growth (annual %)	SP.POP.GROW	2.15197608	1.573165453	1.00770805	0.55835841	0.293078393	0.19777297	0.09874	-0.055797585	0.051506568	0.180064357	0.589367497	0.999923593	1.38580016	1.600364121	1.607373162	1.447099125	1.285506661	1.114326188	1.071383764	1.173749232	1.317294171	1.554502727	1.679239284	1.690666448	1.473342672	1.126487578	0.711869756	0.45007205	0.215727651	0.263036686	0.43233374	0.626451772	0.803541231	0.916657808	0.954353813	0.863907988	0.895266935	0.912925431	0.866606246	0.874885166	0.882883541	0.8627967	0.82783713	0.927373109	1.150253448	1.427595139	1.803541503	2.022537621	2.091277386	1.88160883	1.521189761	1.080569831	0.759833624	0.496344446	0.423111415	0.457882248	0.499961982
Moldova	MDA	Population growth (annual %)	SP.POP.GROW	2.507594077	2.369502973	2.239607747	2.117070712	1.929086209	1.821804271	1.68484154	1.55416701	1.429081824	1.408946488	1.389370679	1.435119216	1.382881018	1.364017976	1.283473559	1.113528363	1.009955027	0.849004493	0.811912444	0.805373481	0.887317268	0.967040503	1.015531722	1.03389778	1.023317628	0.956945102	0.892365096	0.856950649	0.740439417	0.572130698	0.406669938	0.2162163	0.053981108	-0.135007446	-0.270562936	-0.431735297	-0.200222133	-0.369846949	-0.040399949	-0.157019474	-0.203359857	-0.223626544	-0.231579736	-0.281594716	-0.247449868	-0.24330723	-0.277923569	-0.231747161	-0.190345178	-0.126238295	-0.099864634	-0.057820587	-0.01311889	-0.026776865	-0.060970101	-0.064383615	-0.059329244
Madagascar	MDG	Population growth (annual %)	SP.POP.GROW	2.373729958	2.406310231	2.438360867	2.469323687	2.499256438	2.528643952	2.556254691	2.584023639	2.615344347	2.650533206	2.687493588	2.723175467	2.755041821	2.782542551	2.804536282	2.821939193	2.836856203	2.849806271	2.860048745	2.867928021	2.87320786	2.881174748	2.887068501	2.883603458	2.868631294	2.848587822	2.827680981	2.815764824	2.820917591	2.846708996	2.886200258	2.924293091	2.957769712	2.995996637	3.038715307	3.081080716	3.121640178	3.151818125	3.162060693	3.148876612	3.119708696	3.085857705	3.053493767	3.019969277	2.986676242	2.953901101	2.921153061	2.888220897	2.855614346	2.823526265	2.792647324	2.761806807	2.733746404	2.713050713	2.701097451	2.694577946	2.688870712
Maldives	MDV	Population growth (annual %)	SP.POP.GROW	2.588648973	2.703238074	2.763834032	2.748949859	2.65943539	2.514665957	2.331367974	2.207603473	2.226329556	2.418697485	2.729364454	3.070674094	3.346837975	3.46328078	3.388198829	3.218569386	2.991737788	2.853021634	2.830981762	2.973640919	3.207115783	3.444122987	3.609310745	3.694156411	3.67246099	3.588242921	3.482271255	3.388219898	3.274313168	3.14694886	0.646581251	4.045495469	3.037109788	3.36166108	1.232048439	4.000533461	2.70809586	0.760459939	2.616971773	3.267078229	2.120220765	2.076199145	1.697833653	2.32955626	2.59754864	2.843793532	3.670136685	4.692943222	3.657228962	-0.554018038	1.92578166	2.688333939	2.099814684	2.056627758	2.015181544	2.015218235	2.015177277
Middle East & North Africa	MEA	Population growth (annual %)	SP.POP.GROW		2.735411093	2.778993755	2.770075828	2.795634176	2.806081096	2.811256025	2.872624447	2.828476226	2.822689507	2.811864997	2.780462909	2.753608014	2.799811771	2.821214331	2.874368701	2.933137664	2.987026239	3.056327172	3.156092786	3.246282826	3.32108278	3.376661956	3.39058564	3.348874587	3.296741123	3.225173188	3.149834869	3.03574653	2.877437883	3.520484885	2.605787207	1.660308236	2.315994156	2.223434182	2.734914867	2.096986908	2.06495009	2.013022843	1.984134893	1.953377857	1.913140286	1.885256725	1.892988155	1.94440769	2.02004827	2.100952547	2.163595362	2.198743401	2.202401195	2.152466744	2.110619545	2.070033478	2.017864179	1.954819238	1.885618125	1.808785625
Mexico	MEX	Population growth (annual %)	SP.POP.GROW	3.151825623	3.145912936	3.137198175	3.12484636	3.109000314	3.092321741	3.063093943	3.036965192	3.040410202	3.080188128	3.136084432	3.194381482	3.222764899	3.197250294	3.106935391	2.974872917	2.836495312	2.712816258	2.597989685	2.497642022	2.409360369	2.324705136	2.242986961	2.171781515	2.112476302	2.0636601	2.013465366	1.96814529	1.944702963	1.947165366	1.963892036	1.987705762	1.997564747	1.975380754	1.911725697	1.820307773	1.730762405	1.652412251	1.570345288	1.485672046	1.404925821	1.315919612	1.242445234	1.223700128	1.274617767	1.370662385	1.482563627	1.571679292	1.619084535	1.608834137	1.558042447	1.498343505	1.449093499	1.403402386	1.366245605	1.334898066	1.301730941
Marshall Islands	MHL	Population growth (annual %)	SP.POP.GROW	1.87255919	2.618532137	3.24232598	3.582076539	3.631888325	3.377387546	3.177401042	3.014304945	3.068596011	3.426714769	3.863838703	4.402744241	4.710634022	4.797774629	4.553632217	4.171678791	3.745066266	3.398942569	3.34706859	3.504154589	3.86086556	4.217116248	4.407134235	4.579968425	4.672452194	4.73290455	4.765534916	4.733936313	4.431457173	3.896929324	3.187829004	2.458018982	1.845677974	1.347756405	1.047483813	0.866232407	0.75379204	0.564540314	0.44973391	0.296142672	0.153494917	0.046002569	-0.047919802	-0.080556998	-0.080621945	-0.036493196	0.044174278	0.113227475	0.155239358	0.195144411	0.200486964	0.222927298	0.230027191	0.246548448	0.19869248	0.181316863	0.135772225
Middle income	MIC	Population growth (annual %)	SP.POP.GROW		1.23192918	1.83019893	2.342910346	2.311729072	2.325670437	2.424671207	2.360563897	2.371247102	2.408777896	2.417141837	2.40969786	2.317240917	2.263524465	2.194291895	2.101725861	2.037606635	1.976653713	1.972272054	1.978696425	1.966034863	1.976859156	2.037015278	2.023638936	1.978824322	1.976714539	1.995271898	2.008120154	1.979762503	1.923049576	1.893672808	1.761265764	1.68837365	1.636370618	1.589803878	1.553746591	1.518664145	1.498874441	1.454567948	1.404588307	1.358561748	1.310141844	1.274434074	1.255344092	1.238746728	1.226383878	1.209045558	1.190657241	1.185048506	1.185423588	1.178385768	1.170905139	1.167153929	1.162153731	1.151136041	1.136965797	1.128329532
"Macedonia, FYR"	MKD	Population growth (annual %)	SP.POP.GROW	1.27254963	1.267371163	1.282291486	1.323069973	1.391992099	1.473407153	1.580108546	1.664224031	1.65533894	1.527617851	1.32539979	1.0820489	0.883399741	0.796610746	0.867121061	1.037638707	1.242491654	1.388090299	1.427792275	1.324268303	1.122482203	0.896758419	0.703816035	0.543312998	0.432453958	0.359914027	0.302539464	0.238001304	0.162446024	0.067979452	-0.032155485	-0.146683972	-0.233201787	-0.233142057	-0.117254562	0.07813456	0.311677841	0.50919604	0.62109214	0.611281466	0.513647494	0.393510415	0.297475395	0.219288818	0.176184149	0.15665537	0.139350469	0.112047598	0.092914412	0.082920929	0.079520139	0.079360448	0.079731454	0.082076744	0.084560615	0.087230505	0.091238733
Mali	MLI	Population growth (annual %)	SP.POP.GROW	1.11345093	1.105868166	1.104346443	1.113290733	1.135451721	1.169280307	1.202673144	1.240355177	1.299500817	1.384239428	1.484017228	1.592302836	1.68849322	1.753223106	1.776920119	1.773189651	1.750859827	1.737612105	1.755754917	1.817357023	1.901528137	2.01309063	2.097648107	2.090797868	1.967904497	1.780620959	1.561754504	1.405434706	1.390551961	1.562202504	1.855905519	2.188769012	2.462903395	2.639660298	2.686275838	2.648822287	2.593605412	2.576730981	2.6031421	2.688628963	2.810607052	2.925223267	3.014951727	3.097846408	3.170962571	3.230500808	3.291650799	3.334862815	3.326782384	3.259179037	3.15701051	3.043760406	2.952452524	2.900960243	2.901031009	2.93397742	2.971968633
Malta	MLT	Population growth (annual %)	SP.POP.GROW	4.006627035	-0.398895896	-0.415929122	-0.41766632	-0.403852677	-0.765568929	-1.135658893	-1.164751899	-1.178478406	-1.176099803	-0.543703457	0.016519369	-0.082624147	-0.082692471	-0.067527758	0.73439258	0.508856894	0.390375595	1.040919904	1.013602381	1.048602675	0.735340233	2.144977411	1.409482493	0.020873764	1.75674825	1.670898162	0.688607248	0.821039289	0.973294582	0.978313699	2.695092892	1.031640278	0.998755132	0.935263919	0.697143007	0.656524534	0.756792687	0.649936279	0.592860774	0.645267231	0.751106498	0.745506921	0.657732334	0.671628455	0.637436918	0.364336947	0.348755082	0.650655461	0.753906931	0.491182811	0.423700885	0.762696599	0.929969957	0.938015995	1.049776993	1.167802724
Myanmar	MMR	Population growth (annual %)	SP.POP.GROW	2.146777995	2.130480465	2.123000735	2.14095747	2.192143099	2.263030447	2.336767259	2.394937057	2.431280348	2.43945481	2.427846477	2.410141702	2.395352456	2.381790084	2.371848392	2.363468424	2.347795248	2.326765902	2.31030842	2.300311218	2.291045229	2.279557152	2.255521478	2.209361956	2.136644546	2.044842304	1.955475019	1.868522709	1.765657759	1.644644367	1.51634743	1.378488636	1.25767353	1.18758693	1.183323184	1.222979544	1.276613835	1.311686888	1.317382498	1.280689403	1.21358531	1.14865834	1.092547407	1.022904328	0.937978791	0.846986381	0.747693629	0.66337406	0.624759904	0.646530397	0.710723544	0.788682931	0.853826228	0.901423211	0.920921765	0.919199181	0.914735351
Middle East & North Africa (excluding high income)	MNA	Population growth (annual %)	SP.POP.GROW		2.678631276	2.676427144	2.682782099	2.700734974	2.724247179	2.75459446	2.776628331	2.772948497	2.737645451	2.685576553	2.631725868	2.596826097	2.59175502	2.624019631	2.682390542	2.737188155	2.786433819	2.852323297	2.936289865	3.025236076	3.106675994	3.164073202	3.18846345	3.174038433	3.128619653	3.079194486	3.020997431	2.926875687	2.793045346	3.535329708	2.491601062	2.346229834	2.230712316	2.154376433	2.105885738	2.068077779	2.026910137	1.961979063	1.909234957	1.854418456	1.801295502	1.760346904	1.739741483	1.743838404	1.764786607	1.788707961	1.807827009	1.828643702	1.841487603	1.849112778	1.859603387	1.864611756	1.851070262	1.815061485	1.7645243	1.70628952
Montenegro	MNE	Population growth (annual %)	SP.POP.GROW	1.936312915	2.173759257	2.298183662	2.136174232	1.612149735	0.872839676	0.0174781	-0.690614297	-1.021852112	-0.803441582	-0.181916254	0.591913436	1.221726016	1.603638911	1.624172144	1.39767834	1.10551247	0.903317262	0.801868466	0.854425178	1.003961057	1.186938495	1.295577453	1.270428519	1.067109566	0.748418872	0.381334703	0.071225601	-0.120274095	-0.138716842	-0.032812754	0.120809886	0.232144827	0.271440062	0.199581093	0.052816572	-0.115971437	-0.243010698	-0.305295583	-0.419325616	-0.027974019	0.402363248	0.400750772	0.399151169	0.177216476	0.147929262	0.124299813	0.138110348	0.177475867	0.214529296	0.183239906	0.105041772	0.084147408	0.097599637	0.097022011	0.056110724	0.099924503
Mongolia	MNG	Population growth (annual %)	SP.POP.GROW	2.54642039	2.753255813	2.92430878	3.02490747	3.035902815	2.989719558	2.922838939	2.873333547	2.849671568	2.867116896	2.904641618	2.945269952	2.963878067	2.951149798	2.900409924	2.825748415	2.747300278	2.682159334	2.634105895	2.608297462	2.597995643	2.562322907	2.520751765	2.526639269	2.591917406	2.678324521	2.792656966	2.845027298	2.734597791	2.424953166	1.994770145	1.534447038	1.14691199	0.874170311	0.761322216	0.76631874	0.803019784	0.822314297	0.84817355	0.869535412	0.891325195	0.927514096	0.982153231	1.043253382	1.109368827	1.179084378	1.241682223	1.307206126	1.39704916	1.516449585	1.648857385	1.785378742	1.890746389	1.931356334	1.891614201	1.795779088	1.682874029
Northern Mariana Islands	MNP	Population growth (annual %)	SP.POP.GROW	3.508776085	2.62590689	1.894196339	1.587484911	1.765516961	2.25854241	2.928337013	3.336795941	3.605041548	3.479587847	3.377809699	3.311660134	3.412261943	3.168637444	2.500896924	1.721419609	0.770983358	0.111530272	0.790259803	3.137863896	6.457004252	9.488025718	11.42650653	11.94863959	11.25169093	10.08182404	8.90659586	8.085026491	7.415354619	6.953490513	6.632989698	6.178277636	5.733151502	5.447901573	5.344504277	5.286755104	5.338428702	5.192647439	4.603866085	3.42451405	1.956963855	0.424604558	-0.904813232	-1.969443543	-2.643577321	-2.966053899	-3.278563943	-3.589464645	-3.561054885	-3.107097563	-2.270801856	-1.179202279	-0.126506938	0.590235023	0.796288215	0.636874888	0.37691575
Mozambique	MOZ	Population growth (annual %)	SP.POP.GROW	2.015977171	2.044676664	2.07106084	2.094168051	2.113745635	2.13215646	2.151232123	2.174129393	2.203129088	2.239659451	2.28229255	2.304829982	2.325961093	2.387117603	2.498070991	2.628096887	2.750157998	2.818970718	2.804874004	2.692200165	2.507058745	2.374809834	2.250648604	1.982475951	1.537157384	1.011109045	0.384184364	-0.103810198	-0.140704083	0.437876815	1.429561178	2.565907446	3.465318123	3.941986949	3.886388754	3.500389133	3.056409609	2.75055115	2.573741652	2.581178549	2.708627783	2.843189519	2.920552814	2.969830155	2.978573327	2.960582561	2.940570545	2.93109605	2.924018153	2.921462927	2.921289164	2.919629735	2.914726127	2.908482804	2.900695729	2.891416842	2.881207724
Mauritania	MRT	Population growth (annual %)	SP.POP.GROW	2.85389046	2.87755679	2.896104259	2.909607535	2.919624168	2.926418651	2.930830567	2.931891525	2.930820217	2.92877391	2.925104428	2.920277401	2.9147028	2.907623064	2.901647534	2.893604991	2.883983978	2.873928558	2.86995554	2.871157138	2.875337603	2.881835704	2.883165142	2.873300083	2.847915106	2.815050524	2.786444836	2.765006276	2.742621784	2.720227475	2.70149748	2.676097686	2.661510176	2.688152104	2.762306128	2.862669701	2.970804719	3.054474369	3.092370184	3.074000265	3.018346604	2.959077648	2.913328438	2.877867081	2.857089572	2.847730711	2.832112398	2.816886737	2.823791541	2.856701122	2.902324351	2.95164944	2.98295374	2.981828494	2.940253677	2.872311257	2.798060125
Mauritius	MUS	Population growth (annual %)	SP.POP.GROW	2.860416736	3.194939638	2.837336795	2.608923274	2.407963286	2.231757997	2.078253918	1.945538042	1.832286003	1.737297686	1.659578923	1.589003125	1.516392669	1.487150501	1.5174192	1.57717041	1.613261959	1.627270866	1.306843091	1.740419116	1.686012316	1.481968308	1.222428188	0.919667982	1.04573546	0.817321395	0.764515986	0.7480991	0.688400518	0.765914828	0.712313471	1.079463625	1.315743114	1.185540614	1.400064494	0.859933461	1.022764541	1.25209761	1.051421625	1.271248552	0.982676166	0.790047581	0.694240135	0.723661766	0.627103982	0.59209966	0.466403526	0.455526401	0.361630847	0.265537673	0.237886693	0.160140421	0.277321026	0.220398692	0.181061469	0.132433083	0.068723138
Malawi	MWI	Population growth (annual %)	SP.POP.GROW	2.196757642	2.22532069	2.255862341	2.29039849	2.330488783	2.374954091	2.420793812	2.467569581	2.517203263	2.570166461	2.62519199	2.678563374	2.730723006	2.786753731	2.846117918	2.906201363	3.01296211	3.119261885	3.136623627	3.044147653	2.909778195	2.633946557	2.449119334	2.691605617	3.46077248	4.469110644	5.585012278	6.286928562	6.17061672	5.164086309	3.700809286	2.134397683	0.914410319	0.268301213	0.420594403	1.137854922	2.005184654	2.655608269	3.062676262	3.123252055	2.960146425	2.771419704	2.681339134	2.652892506	2.713593368	2.828595406	2.943666375	3.019690477	3.061294068	3.059443122	3.028794456	2.991145494	2.961213309	2.937319344	2.922940174	2.91437124	2.904818605
Malaysia	MYS	Population growth (annual %)	SP.POP.GROW	3.063070255	3.153746446	3.206990872	3.18440455	3.071102432	2.903210983	2.727561589	2.583204849	2.473871087	2.412211501	2.386190734	2.363196651	2.340016616	2.342888483	2.37426614	2.42285981	2.489030605	2.546932158	2.566536956	2.53655834	2.479545613	2.403920862	2.354936338	2.376301031	2.485999349	2.645880228	2.819711238	2.948071745	2.995393096	2.941940479	2.824418233	2.686313478	2.574686511	2.504789045	2.492042906	2.513332384	2.542226277	2.545435535	2.509995308	2.425068723	2.309440033	2.189718758	2.087457079	2.004227086	1.947027514	1.909365769	1.869341476	1.827924244	1.805973406	1.806869526	1.819602176	1.842740419	1.852220037	1.821700123	1.739579206	1.624739528	1.499323358
North America	NAC	Population growth (annual %)	SP.POP.GROW		1.703260449	1.579693823	1.488850314	1.444968325	1.310310518	1.22781222	1.161733415	1.061703836	1.018496363	1.194141912	1.294052051	1.126039074	1.029722149	1.002542083	1.078881594	0.99115932	1.027374298	1.059534169	1.099099786	0.997197916	1.011773131	0.982779923	0.92731884	0.879081547	0.894351398	0.936441672	0.9393843	0.950363684	1.033144134	1.17280028	1.347292388	1.379917322	1.304535201	1.206983854	1.16132474	1.161440266	1.196374656	1.142415706	1.122814894	1.096076771	0.996637494	0.929016733	0.876712766	0.937332826	0.932302331	0.952197623	0.957383676	0.963836922	0.907136495	0.867298729	0.772267742	0.792618382	0.748719972	0.78190117	0.744636891	0.747961811
